Unnamed: 0,Dilshad Garden,Jhilmil,Mansrover park,Shahdara,Welcome,Seelam Pur,Shastri Park,Kashmere Gate,Tis Hazari,Pul Bangash,Pratap Nagar,Shastri Nagar,Inder Lok,Kanhaiya Nagar,Keshav Puram,Netaji Subash Place,Kohat Enclave,Pitam Pura,RohiniEast,Rohini West,Rithala,Samaypur Badli,Rohini Sector - 18,Haiderpur,Jahangirpuri,Adarsh Nagar,Azadpur,Model Town,GTB Nagar,Vishwavidyalaya,Vidhan Sabha,Civil Lines,Chandhni Chowk,Chawri Bazar,New Delhi,Rajiv Chowk,Patel Chowk,Central Secretariat,Udyog Bhawan,Race Course,Jorbagh,INA,AIIMS,Green Park,Hauz Khas,Malviya Nagar,Saket,Qutab Minar,Chhattarpur,Sultanpur,Ghitorni,Arjan Garh,Gurudronacharya,Sikandarpur,MG Road,IFFCO Chowk,Huda City Centre,Noida City Centre,Golf Course,Botanical Garden,Noida Sect 18,Noida Sect 16,Noida Sect 15,New Ashok Nagar,Mayur Vihar Ext,Mayur Vihar-I,Akshardham,Indraprastha,Pragati Maidan,Mandi House,Barakhamba,RK Ashram Marg,Jhandewalan,Karol Bagh,Rajendra Place,Patel Nagar,Shadi Pur,Kirti Nagar,Moti Nagar,Ramesh Nagar,Rajouri Garden,Tagore Garden,Subash Nagar,Tilak Nagar,Janak Puri East,Janak Puri West,Uttam Nagar East,Uttam Nagar West,Nawada,Dwaraka Mor,Dwarka,Dwarka Sector - 14,Dwarka Sector - 13,Dwarka Sector - 12,Dwarka Sector - 11,Dwarka Sector - 10,Dwarka Sector - 9,Dwarka Sector - 8,Dwarka Sector - 21,Vaishali,Kaushambi,Anand Vihar,Karkar Duma,Preet Vihar,Nirman Vihar,Laxmi Nagar,Yamuna Bank,ITO,Janpath,Khan Market,JLN,Jangpura,Lajpat Nagar,Moolchand,Kailash Colony,Nehru Place,Kalkaji Mandir,Govindpuri,Okhla,Jasola-Apollo,Sarita Vihar,Mohan Estate,Tuglakabad,Badarpur,Sarai,NHPC Chowk,Mewala Maharajpur,Sector-28,Badkal Mor,Old Faridabad,Neelam Chowk Ajronda,Bata Chowk,Escorts Mujesar,Mundka,Rajdhani Park,Nangloai Rly. Station,Nangloai,Surajmal Stadium,Udyog Nagar,Peera Garhi,Paschim Vihar (West),Paschim Vihar (East),Madi Pur,Shivaji Park,Punjabi Bagh,Ashok Park Main,Satguru Ram Singh Marg,Lal Quila,Jama Masjid,Delhi Gate,Okhla Bird Sanctuary,Kalindi Kunj,Jasola Vihar,Okhla Vihar,Jamia Milia Islamiya,Sukhdev Vihar,NSIC Okhla,Majlis Park,Shalimar Bagh,Shakurpur,Punjabi Bagh West,ESI Hospital,Mayapuri,Naraina Vihar,Delhi Cantt.,Nehru Enclave,Greater Kailash,Chirag Delhi,Panchsheel Park,I.I.T,R.K. Puram,Munirka,Vasant Vihar,Shankar Vihar,IGD Airport,Sadar Bazar,Palam,Dashrathpuri,Dabri Mor,Mundka Industrial Area,Ghevra Metro Station,Tikri Kalan,Tikri Border,Modern Industrial Estate,Bus Stand,City Park,Durgabai Deshmukh South Campus,Sir Vishweshwaraiah Moti Bagh,Bhikaji Cama Place,Sarojini Nagar,South Extension,Trilokpuri Sanjay Lake,Vinod Nagar East,Vinod Nagar,I.P. Extension,Karkarduma Court,Krishna Nagar,East Azad Nagar,Jafrabad,Maujpur,Gokulpuri,Johri Enclave,Shiv Vihar,Shahid Nagar,Raj Bagh,Rajendra Nagar,Shyam Park,Mohan Nagar,Arthala,Hindon River,New Bus Adda,Sant Surdas,Raja Nahar Singh,Vinobapuri,Ashram,Hazrat Nizamuddin,Mayur Vihar Pkt-1,Sector-34 Noida,Sector-52 Noida,Sector-61 Noida,Sector-59 Noida,Sector-62 Noida,Noida Electronic City,Nangli,Najafgarh,Dhansa Bus Stand,Krishna Park Ext
IFFCO Chowk,41.537,40.655,39.528,38.402,37.212,36.122,34.452,32.112,33.272,34.232,35.072,36.812,38.022,39.152,39.922,41.382,42.672,43.652,44.462,45.762,46.802,45.764,44.907,43.097,41.871,40.576,39.113,37.736,36.442,35.542,34.302,33.202,30.922,29.742,29.092,27.842,26.602,25.792,25.162,23.802,22.482,21.222,20.402,19.422,17.762,15.992,15.002,13.112,11.767,10.168,8.826,6.101,3.61,2.697,1.398,0,1.491,37.661,36.372,34.935,36.033,37.219,36.701,35.542,34.504,33.294,34.082,30.761,29.931,29.021,28.442,29.082,30.142,31.292,32.352,33.282,34.562,35.462,36.402,36.484,35.534,36.684,37.544,38.474,37.732,36.812,38.172,39.162,40.222,41.382,42.722,44.252,45.182,46.072,47.142,48.132,49.222,50.213,51.977,40.782,39.158,38.297,37.239,35.967,34.963,33.846,32.553,29.992,27.12,28.209,26.802,25.913,24.397,25.168,25.131,24.04,23.202,23.971,25.389,26.53,27.695,28.883,30.903,32.083,33.25,35.533,36.557,37.697,39.415,40.749,42.204,43.507,45.27,49.265,47.954,46.753,45.912,45.013,44.332,43.172,42.229,41.226,40.507,39.432,39.074,38.509,36.513,33.293,32.406,31.103,32.902,31.324,29.309,27.504,26.543,25.341,24.18,41.343,40.794,40.321,38.481,36.445,33.891,32.26,30.413,22.512,21.164,20.338,19.427,18.831,19.769,21.104,22.611,24.683,26.942,28.97,32.095,33.592,35.226,50.567,52.645,54.495,55.795,57.039,58.608,60.378,26.629,25.285,23.631,22.278,22.569,35.636,36.651,37.557,38.908,38.564,39.37,38.507,39.03,40.172,41.482,42.778,43.723,42.762,44.03,45.16,46.36,47.68,48.473,49.963,50.904,46.984,48.637,25.654,26.844,28.929,34.113,38.592,39.729,41.133,42.101,43.255,44.516,44.367,46.733,47.701,39.148
Chhattarpur,29.77,28.888,27.761,26.635,25.445,24.355,22.685,20.345,21.505,22.465,23.305,25.045,26.255,27.385,28.155,29.615,30.905,31.885,32.695,33.995,35.035,33.997,33.14,31.33,30.104,28.809,27.346,25.969,24.675,23.775,22.535,21.435,19.155,17.975,17.325,16.075,14.835,14.025,13.395,12.035,10.715,9.455,8.635,7.655,5.995,4.225,3.235,1.345,0,1.599,2.941,5.666,8.157,9.07,10.369,11.767,13.258,25.894,24.605,23.168,24.266,25.452,24.934,23.775,22.737,21.527,22.315,18.994,18.164,17.254,16.675,17.315,18.375,19.525,20.585,21.515,22.795,23.695,24.635,24.717,23.767,24.917,25.777,26.707,25.965,25.045,26.405,27.395,28.455,29.615,30.955,32.485,33.415,34.305,35.375,36.365,37.455,38.446,40.21,29.015,27.391,26.53,25.472,24.2,23.196,22.079,20.786,18.225,15.353,16.442,15.035,14.146,12.63,13.401,13.364,12.273,11.435,12.204,13.622,14.763,15.928,17.116,19.136,20.316,21.483,23.766,24.79,25.93,27.648,28.982,30.437,31.74,33.503,37.498,36.187,34.986,34.145,33.246,32.565,31.405,30.462,29.459,28.74,27.665,27.307,26.742,24.746,21.526,20.639,19.336,21.135,19.557,17.542,15.737,14.776,13.574,12.413,29.576,29.027,28.554,26.714,24.678,22.124,20.493,18.646,10.745,9.397,8.571,7.66,7.064,8.002,9.337,10.844,12.916,15.175,17.203,20.328,21.825,23.459,38.8,40.878,42.728,44.028,45.272,46.841,48.611,14.862,13.518,11.864,10.511,10.802,23.869,24.884,25.79,27.141,26.797,27.603,26.74,27.263,28.405,29.715,31.011,31.956,30.995,32.263,33.393,34.593,35.913,36.706,38.196,39.137,35.217,36.87,13.887,15.077,17.162,22.346,26.825,27.962,29.366,30.334,31.488,32.749,32.6,34.966,35.934,27.381
Mundka,29.134,28.252,27.125,25.999,24.809,23.719,22.049,19.709,18.549,17.589,16.749,15.009,13.799,14.929,15.207,13.747,15.037,16.017,16.827,18.127,19.167,23.632,22.775,20.965,19.739,18.444,16.981,18.358,19.652,20.552,21.792,20.799,20.899,22.079,22.729,22.944,24.184,24.994,25.624,26.984,28.304,28.043,28.863,29.843,31.503,33.273,34.263,36.153,37.498,39.097,40.439,43.164,45.655,46.568,47.867,49.265,50.756,40.887,39.598,38.161,37.063,35.877,34.921,33.762,32.724,31.514,29.675,26.354,25.524,24.614,23.544,21.704,20.644,19.494,18.434,17.504,16.224,15.324,15.871,14.681,13.731,14.881,15.741,16.671,17.711,18.631,19.991,20.981,22.041,23.201,24.541,26.071,27.001,27.891,28.961,29.951,31.041,32.032,33.796,32.697,31.073,30.212,29.154,30.426,30.556,29.439,28.146,24.598,26.322,27.411,29.064,29.953,31.218,31.989,33.295,34.386,35.224,35.993,37.411,38.552,39.717,40.905,42.925,44.105,45.272,47.555,48.579,49.719,51.437,52.771,54.226,55.529,57.292,0,1.311,2.512,3.353,4.252,4.933,6.093,7.036,8.039,8.758,9.833,11.377,12.277,14.273,21.297,22.184,23.487,40.194,41.772,41.331,39.526,38.565,37.363,36.202,19.211,15.3,12.624,10.784,12.82,15.374,17.005,18.852,35.914,34.905,34.079,33.168,32.572,33.51,34.339,32.832,30.76,28.501,26.473,23.348,21.851,20.217,1.302,3.38,5.23,6.53,7.774,9.343,11.113,22.636,23.98,25.634,26.987,29.39,33.856,34.599,33.693,32.342,27.829,27.023,26.104,26.627,27.769,29.079,30.375,31.32,30.359,31.627,32.757,33.957,35.277,36.07,37.56,38.501,59.006,60.659,32.475,33.665,35.75,32.333,41.818,42.955,44.359,45.327,46.481,47.742,26.186,28.552,29.52,20.967
Rohini Sector - 18,22.22,21.338,20.211,19.085,17.895,16.805,15.135,12.795,13.955,14.915,15.338,13.598,12.388,11.258,10.488,9.028,10.318,11.298,12.108,13.408,14.448,0.857,0,1.81,3.036,4.331,5.794,7.171,8.465,9.365,10.605,11.705,13.985,15.165,15.815,17.065,18.305,19.115,19.745,21.105,22.425,23.685,24.505,25.485,27.145,28.915,29.905,31.795,33.14,34.739,36.081,38.806,41.297,42.21,43.509,44.907,46.398,34.928,33.639,32.202,31.104,29.918,28.962,27.803,26.765,25.555,23.716,20.395,19.565,18.655,17.665,18.305,19.365,20.515,19.641,18.711,17.431,16.531,17.078,15.888,14.938,16.088,16.948,17.878,18.918,19.838,21.198,22.188,23.248,24.408,25.748,27.278,28.208,29.098,30.168,31.158,32.248,33.239,35.003,25.783,24.159,23.298,22.24,23.512,24.516,23.48,22.187,17.684,20.443,21.532,23.185,24.074,25.59,26.361,27.667,28.758,29.596,30.365,31.783,32.924,34.089,35.277,37.297,38.477,39.644,41.927,42.951,44.091,45.809,47.143,48.598,49.901,51.664,22.775,21.464,20.263,19.422,18.523,17.842,16.682,15.739,14.736,14.017,12.942,12.584,13.484,15.48,14.383,15.27,16.573,34.235,35.813,35.703,33.898,32.937,31.735,30.574,8.024,7.475,10.151,11.991,14.027,16.581,18.212,20.059,30.286,30.547,29.721,28.81,28.214,29.152,30.487,31.994,31.967,29.708,27.68,24.555,23.058,21.424,24.077,26.155,28.005,29.305,30.549,32.118,33.888,23.843,25.187,26.094,24.741,25.032,27.897,27.685,26.779,25.428,20.915,20.109,19.19,19.713,20.855,22.165,23.461,24.406,23.445,24.713,25.843,27.043,28.363,29.156,30.646,31.587,53.378,55.031,26.847,28.037,29.92,26.374,35.859,36.996,38.4,39.368,40.522,41.783,27.393,29.759,30.727,22.174
Najafgarh,36.118,35.236,34.109,32.983,31.793,30.703,29.033,26.693,25.533,24.573,23.733,21.993,20.783,21.913,22.191,20.731,22.021,23.001,23.811,25.111,26.151,30.616,29.759,27.949,26.723,25.428,23.965,25.342,26.636,27.536,28.776,27.783,27.883,27.421,26.771,25.521,26.761,27.571,28.201,29.561,30.393,29.133,29.953,30.631,28.971,30.741,31.731,33.621,34.966,36.565,37.907,40.632,43.123,44.036,45.335,46.733,48.224,43.464,42.175,40.738,39.64,38.454,37.498,36.339,35.301,34.091,32.252,28.931,28.101,27.191,26.121,24.281,23.221,22.071,21.011,20.081,18.801,17.901,16.961,15.771,14.821,13.671,12.811,11.881,10.841,9.921,8.561,7.571,6.511,5.351,4.011,5.541,6.471,7.361,8.431,9.421,10.511,11.502,13.266,38.952,37.328,36.467,35.409,34.137,33.133,32.016,30.723,28.162,28.899,29.988,31.641,32.53,32.308,33.079,34.385,35.249,34.411,35.18,36.598,37.739,38.904,40.092,42.112,43.292,44.459,46.742,47.766,48.906,50.624,51.958,53.413,54.716,56.479,28.552,27.241,26.04,25.199,24.3,23.619,22.459,21.516,20.513,19.794,18.719,18.361,19.261,18.952,28.281,29.168,29.273,42.771,42.533,40.518,38.713,37.752,36.55,35.389,26.195,22.284,19.608,17.768,15.732,16.464,18.095,19.942,33.721,32.373,31.547,30.636,27.902,26.964,25.629,24.122,22.05,19.791,17.763,14.638,13.141,11.507,29.854,31.932,33.782,35.082,36.326,37.895,39.665,23.726,25.07,26.724,28.077,30.48,36.433,37.448,38.354,38.597,34.813,34.007,33.088,33.611,34.753,36.063,37.359,38.304,37.343,38.611,39.741,40.941,42.261,43.054,44.544,45.485,58.193,59.846,33.565,34.755,36.84,34.91,44.395,45.532,46.936,47.904,49.058,50.319,2.366,0,0.968,12.257
Nangloai,25.781,24.899,23.772,22.646,21.456,20.366,18.696,16.356,15.196,14.236,13.396,11.656,10.446,11.576,11.854,10.394,11.684,12.664,13.474,14.774,15.814,20.279,19.422,17.612,16.386,15.091,13.628,15.005,16.299,17.199,18.439,17.446,17.546,18.726,19.376,19.591,20.831,21.641,22.271,23.631,24.951,24.69,25.51,26.49,28.15,29.92,30.91,32.8,34.145,35.744,37.086,39.811,42.302,43.215,44.514,45.912,47.403,37.534,36.245,34.808,33.71,32.524,31.568,30.409,29.371,28.161,26.322,23.001,22.171,21.261,20.191,18.351,17.291,16.141,15.081,14.151,12.871,11.971,12.518,11.328,10.378,11.528,12.388,13.318,14.358,15.278,16.638,17.628,18.688,19.848,21.188,22.718,23.648,24.538,25.608,26.598,27.688,28.679,30.443,29.344,27.72,26.859,25.801,27.073,27.203,26.086,24.793,21.245,22.969,24.058,25.711,26.6,27.865,28.636,29.942,31.033,31.871,32.64,34.058,35.199,36.364,37.552,39.572,40.752,41.919,44.202,45.226,46.366,48.084,49.418,50.873,52.176,53.939,3.353,2.042,0.841,0,0.899,1.58,2.74,3.683,4.686,5.405,6.48,8.024,8.924,10.92,17.944,18.831,20.134,36.841,38.419,37.978,36.173,35.212,34.01,32.849,15.858,11.947,9.271,7.431,9.467,12.021,13.652,15.499,32.561,31.552,30.726,29.815,29.219,30.157,30.986,29.479,27.407,25.148,23.12,19.995,18.498,16.864,4.655,6.733,8.583,9.883,11.127,12.696,14.466,19.283,20.627,22.281,23.634,26.037,30.503,31.246,30.34,28.989,24.476,23.67,22.751,23.274,24.416,25.726,27.022,27.967,27.006,28.274,29.404,30.604,31.924,32.717,34.207,35.148,55.653,57.306,29.122,30.312,32.397,28.98,38.465,39.602,41.006,41.974,43.128,44.389,22.833,25.199,26.167,17.614
Lal Quila,11.013,10.131,9.004,7.878,6.688,5.598,3.928,1.588,2.748,3.708,4.548,6.288,7.498,8.628,9.398,10.858,12.148,13.128,13.938,15.238,16.278,15.24,14.383,12.573,11.347,10.052,8.589,7.212,5.918,5.018,3.778,2.678,2.778,3.958,4.608,5.858,7.098,7.501,8.131,9.491,10.811,12.071,12.891,13.871,15.531,17.301,18.291,20.181,21.526,23.125,24.467,27.192,29.683,30.596,31.895,33.293,34.784,20.545,19.256,17.819,16.721,15.535,14.579,13.42,12.382,11.172,9.333,6.012,5.182,4.272,5.342,7.098,8.158,9.308,10.368,11.298,12.578,12.067,13.007,14.197,13.46,14.61,15.47,16.4,17.44,18.36,19.72,20.71,21.77,22.93,24.27,25.8,26.73,27.62,28.69,29.68,30.77,31.761,33.525,14.576,12.952,12.091,11.033,11.218,10.214,9.097,7.804,3.301,6.173,9.918,11.571,12.46,13.976,14.747,16.053,17.144,17.982,18.751,20.169,21.31,22.475,23.663,25.683,26.863,28.03,30.313,31.337,32.477,34.195,35.529,36.984,38.287,40.05,21.297,19.986,18.785,17.944,17.045,16.364,15.204,14.261,13.258,12.539,11.464,9.92,9.02,11.016,0,0.887,2.19,19.852,21.43,23.445,22.284,21.323,20.121,18.96,10.819,10.27,11.981,10.513,12.549,15.103,16.734,18.581,18.672,18.933,18.107,17.196,16.6,17.538,18.873,20.38,22.452,24.711,26.202,23.077,21.58,19.946,22.599,24.677,26.527,27.827,29.071,30.64,32.41,17.478,16.134,14.48,13.127,13.418,13.514,14.529,15.435,14.221,9.708,8.902,7.983,8.506,9.648,10.958,12.254,13.199,12.238,13.506,14.636,15.836,17.156,17.949,19.439,20.38,41.764,43.417,15.233,16.423,15.537,11.991,21.476,22.613,24.017,24.985,26.139,27.4,25.915,28.281,29.249,20.696
Shakurpur,19.818,18.936,17.809,16.683,15.493,14.403,12.733,10.393,9.233,8.273,7.433,5.693,4.483,3.353,2.583,1.123,2.413,3.393,4.203,5.503,6.543,11.008,10.151,8.341,7.115,5.82,4.357,5.734,7.028,7.928,9.168,10.268,11.583,12.763,13.413,14,15.24,16.05,16.68,18.04,19.36,19.099,19.919,20.899,22.559,24.329,25.319,27.209,28.554,30.153,31.495,34.22,36.711,37.624,38.923,40.321,41.812,31.943,30.654,29.217,28.119,26.933,25.977,24.818,23.78,22.57,20.731,17.41,16.58,15.67,14.6,12.76,11.7,10.55,9.49,8.56,7.28,6.38,6.927,5.737,4.787,5.937,6.797,7.727,8.767,9.687,11.047,12.037,13.097,14.257,15.597,17.127,18.057,18.947,20.017,21.007,22.097,23.088,24.852,23.381,21.757,20.896,19.838,21.11,21.612,20.495,19.202,15.282,17.378,18.467,20.12,21.009,22.274,23.045,24.351,25.442,26.28,27.049,28.467,29.608,30.773,31.961,33.981,35.161,36.328,38.611,39.635,40.775,42.493,43.827,45.282,46.585,48.348,12.624,11.313,10.112,9.271,8.372,7.691,6.531,5.588,4.585,3.866,2.791,2.433,3.333,5.329,11.981,12.868,14.171,31.25,32.828,32.387,30.582,29.621,28.419,27.258,6.587,2.676,0,1.84,3.876,6.43,8.061,9.908,26.97,25.961,25.135,24.224,23.628,24.566,25.395,23.888,21.816,19.557,17.529,14.404,12.907,11.273,13.926,16.004,17.854,19.154,20.398,21.967,23.737,13.692,15.036,16.69,18.043,20.446,24.912,25.283,24.377,23.026,18.513,17.707,16.788,17.311,18.453,19.763,21.059,22.004,21.043,22.311,23.441,24.641,25.961,26.754,28.244,29.185,50.062,51.715,23.531,24.721,26.806,23.389,32.874,34.011,35.415,36.383,37.537,38.798,17.242,19.608,20.576,12.023
Jahangirpuri,19.184,18.302,17.175,16.049,14.859,13.769,12.099,9.759,10.919,11.879,12.302,10.562,9.352,8.222,7.452,5.992,7.282,8.262,9.072,10.372,11.412,3.893,3.036,1.226,0,1.295,2.758,4.135,5.429,6.329,7.569,8.669,10.949,12.129,12.779,14.029,15.269,16.079,16.709,18.069,19.389,20.649,21.469,22.449,24.109,25.879,26.869,28.759,30.104,31.703,33.045,35.77,38.261,39.174,40.473,41.871,43.362,31.892,30.603,29.166,28.068,26.882,25.926,24.767,23.729,22.519,20.68,17.359,16.529,15.619,14.629,15.269,16.329,17.479,16.605,15.675,14.395,13.495,14.042,12.852,11.902,13.052,13.912,14.842,15.882,16.802,18.162,19.152,20.212,21.372,22.712,24.242,25.172,26.062,27.132,28.122,29.212,30.203,31.967,22.747,21.123,20.262,19.204,20.476,21.48,20.444,19.151,14.648,17.407,18.496,20.149,21.038,22.554,23.325,24.631,25.722,26.56,27.329,28.747,29.888,31.053,32.241,34.261,35.441,36.608,38.891,39.915,41.055,42.773,44.107,45.562,46.865,48.628,19.739,18.428,17.227,16.386,15.487,14.806,13.646,12.703,11.7,10.981,9.906,9.548,10.448,12.444,11.347,12.234,13.537,31.199,32.777,32.667,30.862,29.901,28.699,27.538,4.988,4.439,7.115,8.955,10.991,13.545,15.176,17.023,27.25,27.511,26.685,25.774,25.178,26.116,27.451,28.958,28.931,26.672,24.644,21.519,20.022,18.388,21.041,23.119,24.969,26.269,27.513,29.082,30.852,20.807,22.151,23.058,21.705,21.996,24.861,24.649,23.743,22.392,17.879,17.073,16.154,16.677,17.819,19.129,20.425,21.37,20.409,21.677,22.807,24.007,25.327,26.12,27.61,28.551,50.342,51.995,23.811,25.001,26.884,23.338,32.823,33.96,35.364,36.332,37.486,38.747,24.357,26.723,27.691,19.138
Tis Hazari,10.585,9.703,8.576,7.45,6.26,5.17,3.5,1.16,0,0.96,1.8,3.54,4.75,5.88,6.65,8.11,9.4,10.38,11.19,12.49,13.53,14.812,13.955,12.145,10.919,9.624,8.161,6.784,5.49,4.59,3.35,2.25,2.35,3.53,4.18,5.43,6.67,7.48,8.11,9.47,10.79,12.05,12.87,13.85,15.51,17.28,18.27,20.16,21.505,23.104,24.446,27.171,29.662,30.575,31.874,33.272,34.763,23.293,22.004,20.567,19.469,18.283,17.327,16.168,15.13,13.92,12.081,8.76,7.93,7.02,6.03,6.67,7.73,8.88,9.94,10.87,10.219,9.319,10.259,11.449,10.712,11.862,12.722,13.652,14.692,15.612,16.972,17.962,19.022,20.182,21.522,23.052,23.982,24.872,25.942,26.932,28.022,29.013,30.777,14.148,12.524,11.663,10.605,11.877,12.881,11.845,10.552,6.049,8.808,9.897,11.55,12.439,13.955,14.726,16.032,17.123,17.961,18.73,20.148,21.289,22.454,23.642,25.662,26.842,28.009,30.292,31.316,32.456,34.174,35.508,36.963,38.266,40.029,18.549,17.238,16.037,15.196,14.297,13.616,12.456,11.513,10.51,9.791,8.716,7.172,6.272,8.268,2.748,3.635,4.938,22.6,24.178,24.068,22.263,21.302,20.1,18.939,10.391,9.663,9.233,7.765,9.801,12.355,13.986,15.833,18.651,18.912,18.086,17.175,16.579,17.517,18.852,20.359,22.431,24.69,23.454,20.329,18.832,17.198,19.851,21.929,23.779,25.079,26.323,27.892,29.662,17.457,16.113,14.459,13.106,13.397,16.262,16.05,15.144,13.793,9.28,8.474,7.555,8.078,9.22,10.53,11.826,12.771,11.81,13.078,14.208,15.408,16.728,17.521,19.011,19.952,41.743,43.396,15.212,16.402,18.285,14.739,24.224,25.361,26.765,27.733,28.887,30.148,23.167,25.533,26.501,17.948
Shahdara,3.135,2.253,1.126,0,1.19,2.28,3.95,6.29,7.45,8.41,9.25,10.99,12.2,13.33,14.1,15.56,16.85,17.83,18.64,19.94,20.98,19.942,19.085,17.275,16.049,14.754,13.291,11.914,10.62,9.72,8.48,7.38,7.48,8.66,9.31,10.56,11.8,12.61,13.24,14.6,15.92,17.18,18,18.98,20.64,22.41,23.4,25.29,26.635,28.234,29.576,32.301,34.792,35.705,37.004,38.402,39.893,22.962,21.673,20.236,19.138,17.952,16.996,15.837,14.799,13.589,11.75,12.013,12.843,12.15,11.16,11.8,12.86,14.01,15.07,16,17.28,16.769,17.709,18.899,18.162,19.312,20.172,21.102,22.142,23.062,24.422,25.412,26.472,27.632,28.972,30.502,31.432,32.322,33.392,34.382,35.472,36.463,38.227,9.078,7.454,6.593,5.535,6.807,7.811,8.928,10.221,11.179,13.938,15.027,16.68,17.569,19.085,19.856,21.162,22.253,23.091,23.86,25.278,26.419,27.584,28.772,30.792,31.972,33.139,35.422,36.446,37.586,39.304,40.638,42.093,43.396,45.159,25.999,24.688,23.487,22.646,21.747,21.066,19.906,18.963,17.96,17.241,16.166,14.622,13.722,15.718,7.878,8.765,10.068,22.269,23.847,25.862,27.393,26.432,25.23,24.069,15.521,14.972,16.683,15.215,17.251,19.805,21.436,23.283,23.781,24.042,23.216,22.305,21.709,22.647,23.982,25.489,27.561,29.82,30.904,27.779,26.282,24.648,27.301,29.379,31.229,32.529,33.773,35.342,37.112,22.587,21.243,19.589,18.236,18.527,11.995,10.98,10.074,8.723,4.21,3.404,2.485,3.008,4.15,5.46,6.756,7.701,4.36,5.628,6.758,7.958,9.278,10.071,11.561,12.502,46.873,48.526,20.342,20.039,17.954,13.518,23.893,25.03,26.434,27.402,28.556,29.817,30.617,32.983,33.951,25.398
Welcome,4.325,3.443,2.316,1.19,0,1.09,2.76,5.1,6.26,7.22,8.06,9.8,11.01,12.14,12.91,14.37,15.66,16.64,17.45,18.75,19.79,18.752,17.895,16.085,14.859,13.564,12.101,10.724,9.43,8.53,7.29,6.19,6.29,7.47,8.12,9.37,10.61,11.42,12.05,13.41,14.73,15.99,16.81,17.79,19.45,21.22,22.21,24.1,25.445,27.044,28.386,31.111,33.602,34.515,35.814,37.212,38.703,21.772,20.483,19.046,17.948,16.762,15.806,14.647,13.609,12.399,10.56,10.823,11.653,10.96,9.97,10.61,11.67,12.82,13.88,14.81,16.09,15.579,16.519,17.709,16.972,18.122,18.982,19.912,20.952,21.872,23.232,24.222,25.282,26.442,27.782,29.312,30.242,31.132,32.202,33.192,34.282,35.273,37.037,7.888,6.264,5.403,4.345,5.617,6.621,7.738,9.031,9.989,12.748,13.837,15.49,16.379,17.895,18.666,19.972,21.063,21.901,22.67,24.088,25.229,26.394,27.582,29.602,30.782,31.949,34.232,35.256,36.396,38.114,39.448,40.903,42.206,43.969,24.809,23.498,22.297,21.456,20.557,19.876,18.716,17.773,16.77,16.051,14.976,13.432,12.532,14.528,6.688,7.575,8.878,21.079,22.657,24.672,26.203,25.242,24.04,22.879,14.331,13.782,15.493,14.025,16.061,18.615,20.246,22.093,22.591,22.852,22.026,21.115,20.519,21.457,22.792,24.299,26.371,28.63,29.714,26.589,25.092,23.458,26.111,28.189,30.039,31.339,32.583,34.152,35.922,21.397,20.053,18.399,17.046,17.337,10.805,9.79,8.884,7.533,3.02,2.214,1.295,1.818,2.96,4.27,5.566,6.511,5.55,6.818,7.948,9.148,10.468,11.261,12.751,13.692,45.683,47.336,19.152,18.849,16.764,12.328,22.703,23.84,25.244,26.212,27.366,28.627,29.427,31.793,32.761,24.208
Seelam Pur,5.415,4.533,3.406,2.28,1.09,0,1.67,4.01,5.17,6.13,6.97,8.71,9.92,11.05,11.82,13.28,14.57,15.55,16.36,17.66,18.7,17.662,16.805,14.995,13.769,12.474,11.011,9.634,8.34,7.44,6.2,5.1,5.2,6.38,7.03,8.28,9.52,10.33,10.96,12.32,13.64,14.9,15.72,16.7,18.36,20.13,21.12,23.01,24.355,25.954,27.296,30.021,32.512,33.425,34.724,36.122,37.613,22.862,21.573,20.136,19.038,17.852,16.896,15.737,14.699,13.489,11.65,11.61,10.78,9.87,8.88,9.52,10.58,11.73,12.79,13.72,15,14.489,15.429,16.619,15.882,17.032,17.892,18.822,19.862,20.782,22.142,23.132,24.192,25.352,26.692,28.222,29.152,30.042,31.112,32.102,33.192,34.183,35.947,8.978,7.354,6.493,5.435,6.707,7.711,8.828,10.121,8.899,11.658,12.747,14.4,15.289,16.805,17.576,18.882,19.973,20.811,21.58,22.998,24.139,25.304,26.492,28.512,29.692,30.859,33.142,34.166,35.306,37.024,38.358,39.813,41.116,42.879,23.719,22.408,21.207,20.366,19.467,18.786,17.626,16.683,15.68,14.961,13.886,12.342,11.442,13.438,5.598,6.485,7.788,22.169,23.747,25.762,25.113,24.152,22.95,21.789,13.241,12.692,14.403,12.935,14.971,17.525,19.156,21.003,21.501,21.762,20.936,20.025,19.429,20.367,21.702,23.209,25.281,27.54,28.624,25.499,24.002,22.368,25.021,27.099,28.949,30.249,31.493,33.062,34.832,20.307,18.963,17.309,15.956,16.247,11.895,10.88,9.974,8.623,4.11,3.304,2.385,2.908,4.05,5.36,6.656,7.601,6.64,7.908,9.038,10.238,11.558,12.351,13.841,14.782,44.593,46.246,18.062,19.252,17.854,13.418,23.793,24.93,26.334,27.302,28.456,29.717,28.337,30.703,31.671,23.118
