Unnamed: 0,Dilshad Garden,Jhilmil,Mansrover park,Shahdara,Welcome,Seelam Pur,Shastri Park,Kashmere Gate,Tis Hazari,Pul Bangash,Pratap Nagar,Shastri Nagar,Inder Lok,Kanhaiya Nagar,Keshav Puram,Netaji Subash Place,Kohat Enclave,Pitam Pura,RohiniEast,Rohini West,Rithala,Samaypur Badli,Rohini Sector - 18,Haiderpur,Jahangirpuri,Adarsh Nagar,Azadpur,Model Town,GTB Nagar,Vishwavidyalaya,Vidhan Sabha,Civil Lines,Chandhni Chowk,Chawri Bazar,New Delhi,Rajiv Chowk,Patel Chowk,Central Secretariat,Udyog Bhawan,Race Course,Jorbagh,INA,AIIMS,Green Park,Hauz Khas,Malviya Nagar,Saket,Qutab Minar,Chhattarpur,Sultanpur,Ghitorni,Arjan Garh,Gurudronacharya,Sikandarpur,MG Road,IFFCO Chowk,Huda City Centre,Noida City Centre,Golf Course,Botanical Garden,Noida Sect 18,Noida Sect 16,Noida Sect 15,New Ashok Nagar,Mayur Vihar Ext,Mayur Vihar-I,Akshardham,Indraprastha,Pragati Maidan,Mandi House,Barakhamba,RK Ashram Marg,Jhandewalan,Karol Bagh,Rajendra Place,Patel Nagar,Shadi Pur,Kirti Nagar,Moti Nagar,Ramesh Nagar,Rajouri Garden,Tagore Garden,Subash Nagar,Tilak Nagar,Janak Puri East,Janak Puri West,Uttam Nagar East,Uttam Nagar West,Nawada,Dwaraka Mor,Dwarka,Dwarka Sector - 14,Dwarka Sector - 13,Dwarka Sector - 12,Dwarka Sector - 11,Dwarka Sector - 10,Dwarka Sector - 9,Dwarka Sector - 8,Dwarka Sector - 21,Vaishali,Kaushambi,Anand Vihar,Karkar Duma,Preet Vihar,Nirman Vihar,Laxmi Nagar,Yamuna Bank,ITO,Janpath,Khan Market,JLN,Jangpura,Lajpat Nagar,Moolchand,Kailash Colony,Nehru Place,Kalkaji Mandir,Govindpuri,Okhla,Jasola-Apollo,Sarita Vihar,Mohan Estate,Tuglakabad,Badarpur,Sarai,NHPC Chowk,Mewala Maharajpur,Sector-28,Badkal Mor,Old Faridabad,Neelam Chowk Ajronda,Bata Chowk,Escorts Mujesar,Mundka,Rajdhani Park,Nangloai Rly. Station,Nangloai,Surajmal Stadium,Udyog Nagar,Peera Garhi,Paschim Vihar (West),Paschim Vihar (East),Madi Pur,Shivaji Park,Punjabi Bagh,Ashok Park Main,Satguru Ram Singh Marg,Lal Quila,Jama Masjid,Delhi Gate,Okhla Bird Sanctuary,Kalindi Kunj,Jasola Vihar,Okhla Vihar,Jamia Milia Islamiya,Sukhdev Vihar,NSIC Okhla,Majlis Park,Shalimar Bagh,Shakurpur,Punjabi Bagh West,ESI Hospital,Mayapuri,Naraina Vihar,Delhi Cantt.,Nehru Enclave,Greater Kailash,Chirag Delhi,Panchsheel Park,I.I.T,R.K. Puram,Munirka,Vasant Vihar,Shankar Vihar,IGD Airport,Sadar Bazar,Palam,Dashrathpuri,Dabri Mor,Mundka Industrial Area,Ghevra Metro Station,Tikri Kalan,Tikri Border,Modern Industrial Estate,Bus Stand,City Park,Durgabai Deshmukh South Campus,Sir Vishweshwaraiah Moti Bagh,Bhikaji Cama Place,Sarojini Nagar,South Extension,Trilokpuri Sanjay Lake,Vinod Nagar East,Vinod Nagar,I.P. Extension,Karkarduma Court,Krishna Nagar,East Azad Nagar,Jafrabad,Maujpur,Gokulpuri,Johri Enclave,Shiv Vihar,Shahid Nagar,Raj Bagh,Rajendra Nagar,Shyam Park,Mohan Nagar,Arthala,Hindon River,New Bus Adda,Sant Surdas,Raja Nahar Singh,Vinobapuri,Ashram,Hazrat Nizamuddin,Mayur Vihar Pkt-1,Sector-34 Noida,Sector-52 Noida,Sector-61 Noida,Sector-59 Noida,Sector-62 Noida,Noida Electronic City,Nangli,Najafgarh,Dhansa Bus Stand,Krishna Park Ext
Madi Pur,20.376,19.494,18.367,17.241,16.051,14.961,13.291,10.951,9.791,8.831,7.991,6.251,5.041,6.171,6.449,4.989,6.279,7.259,8.069,9.369,10.409,14.874,14.017,12.207,10.981,9.686,8.223,9.6,10.894,11.794,13.034,12.041,12.141,13.321,13.971,14.186,15.426,16.236,16.866,18.226,19.546,19.285,20.105,21.085,22.745,24.515,25.505,27.395,28.74,30.339,31.681,34.406,36.897,37.81,39.109,40.507,41.998,32.129,30.84,29.403,28.305,27.119,26.163,25.004,23.966,22.756,20.917,17.596,16.766,15.856,14.786,12.946,11.886,10.736,9.676,8.746,7.466,6.566,7.113,5.923,4.973,6.123,6.983,7.913,8.953,9.873,11.233,12.223,13.283,14.443,15.783,17.313,18.243,19.133,20.203,21.193,22.283,23.274,25.038,23.939,22.315,21.454,20.396,21.668,21.798,20.681,19.388,15.84,17.564,18.653,20.306,21.195,22.46,23.231,24.537,25.628,26.466,27.235,28.653,29.794,30.959,32.147,34.167,35.347,36.514,38.797,39.821,40.961,42.679,44.013,45.468,46.771,48.534,8.758,7.447,6.246,5.405,4.506,3.825,2.665,1.722,0.719,0,1.075,2.619,3.519,5.515,12.539,13.426,14.729,31.436,33.014,32.573,30.768,29.807,28.605,27.444,10.453,6.542,3.866,2.026,4.062,6.616,8.247,10.094,27.156,26.147,25.321,24.41,23.814,24.752,25.581,24.074,22.002,19.743,17.715,14.59,13.093,11.459,10.06,12.138,13.988,15.288,16.532,18.101,19.871,13.878,15.222,16.876,18.229,20.632,25.098,25.841,24.935,23.584,19.071,18.265,17.346,17.869,19.011,20.321,21.617,22.562,21.601,22.869,23.999,25.199,26.519,27.312,28.802,29.743,50.248,51.901,23.717,24.907,26.992,23.575,33.06,34.197,35.601,36.569,37.723,38.984,17.428,19.794,20.762,12.209
Shivaji Park,19.301,18.419,17.292,16.166,14.976,13.886,12.216,9.876,8.716,7.756,6.916,5.176,3.966,5.096,5.374,3.914,5.204,6.184,6.994,8.294,9.334,13.799,12.942,11.132,9.906,8.611,7.148,8.525,9.819,10.719,11.959,10.966,11.066,12.246,12.896,13.111,14.351,15.161,15.791,17.151,18.471,18.21,19.03,20.01,21.67,23.44,24.43,26.32,27.665,29.264,30.606,33.331,35.822,36.735,38.034,39.432,40.923,31.054,29.765,28.328,27.23,26.044,25.088,23.929,22.891,21.681,19.842,16.521,15.691,14.781,13.711,11.871,10.811,9.661,8.601,7.671,6.391,5.491,6.038,4.848,3.898,5.048,5.908,6.838,7.878,8.798,10.158,11.148,12.208,13.368,14.708,16.238,17.168,18.058,19.128,20.118,21.208,22.199,23.963,22.864,21.24,20.379,19.321,20.593,20.723,19.606,18.313,14.765,16.489,17.578,19.231,20.12,21.385,22.156,23.462,24.553,25.391,26.16,27.578,28.719,29.884,31.072,33.092,34.272,35.439,37.722,38.746,39.886,41.604,42.938,44.393,45.696,47.459,9.833,8.522,7.321,6.48,5.581,4.9,3.74,2.797,1.794,1.075,0,1.544,2.444,4.44,11.464,12.351,13.654,30.361,31.939,31.498,29.693,28.732,27.53,26.369,9.378,5.467,2.791,0.951,2.987,5.541,7.172,9.019,26.081,25.072,24.246,23.335,22.739,23.677,24.506,22.999,20.927,18.668,16.64,13.515,12.018,10.384,11.135,13.213,15.063,16.363,17.607,19.176,20.946,12.803,14.147,15.801,17.154,19.557,24.023,24.766,23.86,22.509,17.996,17.19,16.271,16.794,17.936,19.246,20.542,21.487,20.526,21.794,22.924,24.124,25.444,26.237,27.727,28.668,49.173,50.826,22.642,23.832,25.917,22.5,31.985,33.122,34.526,35.494,36.648,37.909,16.353,18.719,19.687,11.134
Punjabi Bagh,17.757,16.875,15.748,14.622,13.432,12.342,10.672,8.332,7.172,6.212,5.372,3.632,2.422,3.552,4.322,3.556,4.846,5.826,6.636,7.936,8.976,13.441,12.584,10.774,9.548,8.253,6.79,8.167,9.461,10.361,10.522,9.422,9.522,10.702,11.352,11.567,12.807,13.617,14.247,15.607,16.927,17.852,18.672,19.652,21.312,23.082,24.072,25.962,27.307,28.906,30.248,32.973,35.464,36.377,37.676,39.074,40.565,29.51,28.221,26.784,25.686,24.5,23.544,22.385,21.347,20.137,18.298,14.977,14.147,13.237,12.167,10.327,9.267,8.117,7.057,6.127,4.847,3.947,4.887,4.49,3.54,4.69,5.55,6.48,7.52,8.44,9.8,10.79,11.85,13.01,14.35,15.88,16.81,17.7,18.77,19.76,20.85,21.841,23.605,21.32,19.696,18.835,17.777,19.049,19.179,18.062,16.769,13.221,14.945,16.034,17.687,18.576,20.092,20.863,22.169,23.26,24.098,24.867,26.285,27.426,28.591,29.779,31.799,32.979,34.146,36.429,37.453,38.593,40.311,41.645,43.1,44.403,46.166,11.377,10.066,8.865,8.024,7.125,6.444,5.284,4.341,3.338,2.619,1.544,0,0.9,2.896,9.92,10.807,12.11,28.817,30.395,30.205,28.4,27.439,26.237,25.076,9.02,5.109,2.433,0.593,2.629,5.183,6.814,8.661,24.788,24.714,23.888,22.977,22.381,23.319,24.148,22.641,20.569,18.31,16.282,13.157,11.66,10.026,12.679,14.757,16.607,17.907,19.151,20.72,22.49,12.445,13.789,15.443,16.796,19.199,22.479,23.222,22.316,20.965,16.452,15.646,14.727,15.25,16.392,17.702,18.998,19.943,18.982,20.25,21.38,22.58,23.9,24.693,26.183,27.124,47.88,49.533,21.349,22.539,24.502,20.956,30.441,31.578,32.982,33.95,35.104,36.365,15.995,18.361,19.329,10.776
Ashok Park Main,16.857,15.975,14.848,13.722,12.532,11.442,9.772,7.432,6.272,5.312,4.472,2.732,1.522,2.652,3.422,4.456,5.746,6.726,7.536,8.836,9.876,14.341,13.484,11.674,10.448,9.153,7.69,9.067,10.361,10.862,9.622,8.522,8.622,9.802,10.452,10.667,11.907,12.717,13.347,14.707,16.027,17.287,18.107,19.087,20.747,22.517,23.507,25.397,26.742,28.341,29.683,32.408,34.899,35.812,37.111,38.509,40,28.61,27.321,25.884,24.786,23.6,22.644,21.485,20.447,19.237,17.398,14.077,13.247,12.337,11.267,9.427,8.367,7.217,6.157,5.227,3.947,3.047,3.987,5.177,4.44,5.59,6.45,7.38,8.42,9.34,10.7,11.69,12.75,13.91,15.25,16.78,17.71,18.6,19.67,20.66,21.75,22.741,24.505,20.42,18.796,17.935,16.877,18.149,18.279,17.162,15.869,12.321,14.045,15.134,16.787,17.676,19.192,19.963,21.269,22.36,23.198,23.967,25.385,26.526,27.691,28.879,30.899,32.079,33.246,35.529,36.553,37.693,39.411,40.745,42.2,43.503,45.266,12.277,10.966,9.765,8.924,8.025,7.344,6.184,5.241,4.238,3.519,2.444,0.9,0,1.996,9.02,9.907,11.21,27.917,29.495,29.305,27.5,26.539,25.337,24.176,9.92,6.009,3.333,1.493,3.529,6.083,7.714,9.561,23.888,24.149,23.323,22.412,21.816,22.754,24.089,23.541,21.469,19.21,17.182,14.057,12.56,10.926,13.579,15.657,17.507,18.807,20.051,21.62,23.39,13.345,14.689,16.343,17.696,18.634,21.579,22.322,21.416,20.065,15.552,14.746,13.827,14.35,15.492,16.802,18.098,19.043,18.082,19.35,20.48,21.68,23,23.793,25.283,26.224,46.98,48.633,20.449,21.639,23.602,20.056,29.541,30.678,32.082,33.05,34.204,35.465,16.895,19.261,20.229,11.676
Jama Masjid,11.9,11.018,9.891,8.765,7.575,6.485,4.815,2.475,3.635,4.595,5.435,7.175,8.385,9.515,10.285,11.745,13.035,14.015,14.825,16.125,17.165,16.127,15.27,13.46,12.234,10.939,9.476,8.099,6.805,5.905,4.665,3.565,3.665,4.845,5.495,5.055,6.295,6.614,7.244,8.604,9.924,11.184,12.004,12.984,14.644,16.414,17.404,19.294,20.639,22.238,23.58,26.305,28.796,29.709,31.008,32.406,33.897,19.658,18.369,16.932,15.834,14.648,13.692,12.533,11.495,10.285,8.446,5.125,4.295,3.385,4.455,6.295,7.355,8.505,9.565,10.495,11.775,12.675,13.615,14.805,14.347,15.497,16.357,17.287,18.327,19.247,20.607,21.597,22.657,23.817,25.157,26.687,27.617,28.507,29.577,30.567,31.657,32.648,34.412,15.146,13.522,12.661,11.603,10.331,9.327,8.21,6.917,2.414,5.286,9.031,10.684,11.573,13.089,13.86,15.166,16.257,17.095,17.864,19.282,20.423,21.588,22.776,24.796,25.976,27.143,29.426,30.45,31.59,33.308,34.642,36.097,37.4,39.163,22.184,20.873,19.672,18.831,17.932,17.251,16.091,15.148,14.145,13.426,12.351,10.807,9.907,11.903,0.887,0,1.303,18.965,20.543,22.558,21.397,20.436,19.234,18.073,11.706,11.157,12.868,11.4,13.436,15.99,17.621,19.468,17.785,18.046,17.22,16.309,15.713,16.651,17.986,19.493,21.565,23.824,25.852,23.964,22.467,20.833,23.486,25.564,27.414,28.714,29.958,31.527,33.297,16.591,15.247,13.593,12.24,12.531,12.627,13.642,14.548,14.791,10.595,9.789,8.87,9.393,10.535,11.845,13.141,14.086,13.125,14.393,15.523,16.723,18.043,18.836,20.326,21.267,40.877,42.53,14.346,15.536,14.65,11.104,20.589,21.726,23.13,24.098,25.252,26.513,26.802,29.168,30.136,21.583
Vinod Nagar,13.209,12.327,11.2,10.074,8.884,9.974,11.644,13.984,15.144,16.104,16.944,18.684,19.894,21.024,21.794,23.254,24.544,25.524,26.334,27.634,28.674,27.636,26.779,24.969,23.743,22.448,20.985,19.608,18.314,17.414,16.174,15.074,15.174,14.733,14.083,12.833,14.073,14.392,15.022,16.382,17.595,16.335,17.155,18.135,19.795,21.565,22.555,24.445,25.79,27.389,28.731,31.456,33.947,34.86,36.159,37.557,39.048,13.636,12.347,10.91,9.812,8.626,7.67,6.511,5.473,4.263,6.102,9.423,10.253,11.163,12.233,14.073,15.133,16.283,17.343,18.273,19.553,20.453,21.393,22.583,23.533,24.683,25.543,26.473,27.513,28.433,29.793,30.783,31.843,33.003,34.343,35.873,36.803,37.693,38.763,39.753,40.843,41.834,43.598,5.966,4.342,3.481,4.539,5.811,6.815,7.932,7.631,12.134,13.064,16.809,15.565,14.676,13.16,13.931,15.237,16.328,17.166,17.935,19.353,20.494,21.659,22.847,24.867,26.047,27.214,29.497,30.521,31.661,33.379,34.713,36.168,37.471,39.234,33.693,32.382,31.181,30.34,29.441,28.76,27.6,26.657,25.654,24.935,23.86,22.316,21.416,21.504,15.435,14.548,13.245,12.943,14.521,16.536,18.341,19.302,19.305,18.144,23.215,22.666,24.377,22.909,24.444,25.176,26.807,25.526,17.856,19.204,20.03,20.941,20.864,21.802,23.137,24.644,26.716,28.975,31.003,33.15,31.653,30.019,34.995,37.073,38.923,40.223,41.467,43.036,44.806,21.742,20.398,18.744,17.391,14.988,1.921,0.906,0,1.351,5.864,6.67,7.589,10.702,11.844,13.154,14.45,15.395,14.434,15.702,16.832,18.032,19.352,20.145,21.635,22.576,40.948,42.601,11.903,10.713,8.628,3.444,14.567,15.704,17.108,18.076,19.23,20.491,35.988,38.354,39.322,30.769
I.P. Extension,11.858,10.976,9.849,8.723,7.533,8.623,10.293,12.633,13.793,14.753,15.593,17.333,18.543,19.673,20.443,21.903,23.193,24.173,24.983,26.283,27.323,26.285,25.428,23.618,22.392,21.097,19.634,18.257,16.963,16.063,14.823,13.723,13.823,14.976,14.326,13.076,14.316,14.635,15.265,16.625,17.945,17.686,18.506,19.486,21.146,22.916,23.906,25.796,27.141,28.74,30.082,32.807,35.298,36.211,37.51,38.908,40.399,14.987,13.698,12.261,11.163,9.977,9.021,7.862,6.824,5.614,7.453,9.666,10.496,11.406,12.476,14.316,15.376,16.526,17.586,18.516,19.796,20.696,21.636,22.826,23.776,24.926,25.786,26.716,27.756,28.676,30.036,31.026,32.086,33.246,34.586,36.116,37.046,37.936,39.006,39.996,41.086,42.077,43.841,4.615,2.991,2.13,3.188,4.46,5.464,6.581,7.874,12.377,13.307,17.052,16.916,16.027,14.511,15.282,16.588,17.679,18.517,19.286,20.704,21.845,23.01,24.198,26.218,27.398,28.565,30.848,31.872,33.012,34.73,36.064,37.519,38.822,40.585,32.342,31.031,29.83,28.989,28.09,27.409,26.249,25.306,24.303,23.584,22.509,20.965,20.065,21.747,14.221,14.791,13.488,14.294,15.872,17.887,19.692,20.653,20.656,19.495,21.864,21.315,23.026,21.558,23.594,25.419,27.05,26.877,19.207,20.555,21.381,22.292,22.215,23.153,24.488,25.995,28.067,30.326,32.354,33.393,31.896,30.262,33.644,35.722,37.572,38.872,40.116,41.685,43.455,23.093,21.749,20.095,18.742,16.339,3.272,2.257,1.351,0,4.513,5.319,6.238,9.351,10.493,11.803,13.099,14.044,13.083,14.351,15.481,16.681,18.001,18.794,20.284,21.225,42.299,43.952,13.254,12.064,9.979,4.795,15.918,17.055,18.459,19.427,20.581,21.842,36.231,38.597,39.565,31.012
Karkarduma Court,7.345,6.463,5.336,4.21,3.02,4.11,5.78,8.12,9.28,10.24,11.08,12.82,14.03,15.16,15.93,17.39,18.68,19.66,20.47,21.77,22.81,21.772,20.915,19.105,17.879,16.584,15.121,13.744,12.45,11.55,10.31,9.21,9.31,10.49,11.14,11.213,12.453,12.772,13.402,14.762,16.082,17.342,18.162,19.142,20.802,22.572,23.562,25.452,26.797,28.396,29.738,32.463,34.954,35.867,37.166,38.564,40.055,18.752,17.463,16.026,14.928,13.742,12.786,11.627,10.589,9.379,7.54,7.803,8.633,9.543,10.613,12.453,13.513,14.663,15.723,16.653,17.933,18.599,19.539,20.729,19.992,21.142,22.002,22.932,23.972,24.892,26.252,27.242,28.302,29.462,30.802,32.332,33.262,34.152,35.222,36.212,37.302,38.293,40.057,4.868,3.244,2.383,1.325,2.597,3.601,4.718,6.011,10.514,11.444,15.189,16.842,17.731,18.276,19.047,20.353,21.444,22.282,23.051,24.469,25.61,26.775,27.963,29.983,31.163,32.33,34.613,35.637,36.777,38.495,39.829,41.284,42.587,44.35,27.829,26.518,25.317,24.476,23.577,22.896,21.736,20.793,19.79,19.071,17.996,16.452,15.552,17.548,9.708,10.595,11.625,18.059,19.637,21.652,23.457,24.418,24.421,23.26,17.351,16.802,18.513,17.045,19.081,21.635,23.266,25.113,22.972,24.204,23.378,22.467,21.871,22.809,24.144,25.651,27.723,29.982,32.01,29.609,28.112,26.478,29.131,31.209,33.059,34.359,35.603,37.172,38.942,22.749,21.405,19.751,18.398,18.689,7.785,6.77,5.864,4.513,0,0.806,1.725,4.838,5.98,7.29,8.586,9.531,8.57,9.838,10.968,12.168,13.488,14.281,15.771,16.712,46.064,47.717,17.019,15.829,13.744,9.308,19.683,20.82,22.224,23.192,24.346,25.607,32.447,34.813,35.781,27.228
Krishna Nagar,6.539,5.657,4.53,3.404,2.214,3.304,4.974,7.314,8.474,9.434,10.274,12.014,13.224,14.354,15.124,16.584,17.874,18.854,19.664,20.964,22.004,20.966,20.109,18.299,17.073,15.778,14.315,12.938,11.644,10.744,9.504,8.404,8.504,9.684,10.334,11.584,12.824,13.578,14.208,15.568,16.888,18.148,18.968,19.948,21.608,23.378,24.368,26.258,27.603,29.202,30.544,33.269,35.76,36.673,37.972,39.37,40.861,19.558,18.269,16.832,15.734,14.548,13.592,12.433,11.395,10.185,8.346,8.609,9.439,10.349,11.419,12.824,13.884,15.034,16.094,17.024,18.304,17.793,18.733,19.923,19.186,20.336,21.196,22.126,23.166,24.086,25.446,26.436,27.496,28.656,29.996,31.526,32.456,33.346,34.416,35.406,36.496,37.487,39.251,5.674,4.05,3.189,2.131,3.403,4.407,5.524,6.817,11.32,12.25,15.995,17.648,18.537,19.082,19.853,21.159,22.25,23.088,23.857,25.275,26.416,27.581,28.769,30.789,31.969,33.136,35.419,36.443,37.583,39.301,40.635,42.09,43.393,45.156,27.023,25.712,24.511,23.67,22.771,22.09,20.93,19.987,18.984,18.265,17.19,15.646,14.746,16.742,8.902,9.789,11.092,18.865,20.443,22.458,24.263,25.224,25.227,24.066,16.545,15.996,17.707,16.239,18.275,20.829,22.46,24.307,23.778,25.01,24.184,23.273,22.677,23.615,24.95,26.457,28.529,30.788,31.928,28.803,27.306,25.672,28.325,30.403,32.253,33.553,34.797,36.366,38.136,23.555,22.211,20.557,19.204,19.495,8.591,7.576,6.67,5.319,0.806,0,0.919,4.032,5.174,6.484,7.78,8.725,7.764,9.032,10.162,11.362,12.682,13.475,14.965,15.906,46.87,48.523,17.825,16.635,14.55,10.114,20.489,21.626,23.03,23.998,25.152,26.413,31.641,34.007,34.975,26.422
East Azad Nagar,5.62,4.738,3.611,2.485,1.295,2.385,4.055,6.395,7.555,8.515,9.355,11.095,12.305,13.435,14.205,15.665,16.955,17.935,18.745,20.045,21.085,20.047,19.19,17.38,16.154,14.859,13.396,12.019,10.725,9.825,8.585,7.485,7.585,8.765,9.415,10.665,11.905,12.715,13.345,14.705,16.025,17.285,18.105,19.085,20.745,22.515,23.505,25.395,26.74,28.339,29.681,32.406,34.897,35.81,37.109,38.507,39.998,20.477,19.188,17.751,16.653,15.467,14.511,13.352,12.314,11.104,9.265,9.528,10.358,11.268,11.265,11.905,12.965,14.115,15.175,16.105,17.385,16.874,17.814,19.004,18.267,19.417,20.277,21.207,22.247,23.167,24.527,25.517,26.577,27.737,29.077,30.607,31.537,32.427,33.497,34.487,35.577,36.568,38.332,6.593,4.969,4.108,3.05,4.322,5.326,6.443,7.736,11.284,13.169,15.132,16.785,17.674,19.19,19.961,21.267,22.358,23.196,23.965,25.383,26.524,27.689,28.877,30.897,32.077,33.244,35.527,36.551,37.691,39.409,40.743,42.198,43.501,45.264,26.104,24.793,23.592,22.751,21.852,21.171,20.011,19.068,18.065,17.346,16.271,14.727,13.827,15.823,7.983,8.87,10.173,19.784,21.362,23.377,25.182,26.143,25.335,24.174,15.626,15.077,16.788,15.32,17.356,19.91,21.541,23.388,23.886,24.147,23.321,22.41,21.814,22.752,24.087,25.594,27.666,29.925,31.009,27.884,26.387,24.753,27.406,29.484,31.334,32.634,33.878,35.447,37.217,22.692,21.348,19.694,18.341,18.632,9.51,8.495,7.589,6.238,1.725,0.919,0,3.113,4.255,5.565,6.861,7.806,6.845,8.113,9.243,10.443,11.763,12.556,14.046,14.987,46.978,48.631,18.744,17.554,15.469,11.033,21.408,22.545,23.949,24.917,26.071,27.332,30.722,33.088,34.056,25.503
Jafrabad,6.143,5.261,4.134,3.008,1.818,2.908,4.578,6.918,8.078,9.038,9.878,11.618,12.828,13.958,14.728,16.188,17.478,18.458,19.268,20.568,21.608,20.57,19.713,17.903,16.677,15.382,13.919,12.542,11.248,10.348,9.108,8.008,8.108,9.288,9.938,11.188,12.428,13.238,13.868,15.228,16.548,17.808,18.628,19.608,21.268,23.038,24.028,25.918,27.263,28.862,30.204,32.929,35.42,36.333,37.632,39.03,40.521,23.59,22.301,20.864,19.766,18.58,17.624,16.465,15.427,14.217,12.378,12.641,13.471,12.778,11.788,12.428,13.488,14.638,15.698,16.628,17.908,17.397,18.337,19.527,18.79,19.94,20.8,21.73,22.77,23.69,25.05,26.04,27.1,28.26,29.6,31.13,32.06,32.95,34.02,35.01,36.1,37.091,38.855,9.706,8.082,7.221,6.163,7.435,8.439,9.556,10.849,11.807,14.566,15.655,17.308,18.197,19.713,20.484,21.79,22.881,23.719,24.488,25.906,27.047,28.212,29.4,31.42,32.6,33.767,36.05,37.074,38.214,39.932,41.266,42.721,44.024,45.787,26.627,25.316,24.115,23.274,22.375,21.694,20.534,19.591,18.588,17.869,16.794,15.25,14.35,16.346,8.506,9.393,10.696,22.897,24.475,26.49,28.021,27.06,25.858,24.697,16.149,15.6,17.311,15.843,17.879,20.433,22.064,23.911,24.409,24.67,23.844,22.933,22.337,23.275,24.61,26.117,28.189,30.448,31.532,28.407,26.91,25.276,27.929,30.007,31.857,33.157,34.401,35.97,37.74,23.215,21.871,20.217,18.864,19.155,12.623,11.608,10.702,9.351,4.838,4.032,3.113,0,1.142,2.452,3.748,4.693,7.368,8.636,9.766,10.966,12.286,13.079,14.569,15.51,47.501,49.154,20.97,20.667,18.582,14.146,24.521,25.658,27.062,28.03,29.184,30.445,31.245,33.611,34.579,26.026
Maujpur,7.285,6.403,5.276,4.15,2.96,4.05,5.72,8.06,9.22,10.18,11.02,12.76,13.97,15.1,15.87,17.33,18.62,19.6,20.41,21.71,22.75,21.712,20.855,19.045,17.819,16.524,15.061,13.684,12.39,11.49,10.25,9.15,9.25,10.43,11.08,12.33,13.57,14.38,15.01,16.37,17.69,18.95,19.77,20.75,22.41,24.18,25.17,27.06,28.405,30.004,31.346,34.071,36.562,37.475,38.774,40.172,41.663,24.732,23.443,22.006,20.908,19.722,18.766,17.607,16.569,15.359,13.52,13.783,14.613,13.92,12.93,13.57,14.63,15.78,16.84,17.77,19.05,18.539,19.479,20.669,19.932,21.082,21.942,22.872,23.912,24.832,26.192,27.182,28.242,29.402,30.742,32.272,33.202,34.092,35.162,36.152,37.242,38.233,39.997,10.848,9.224,8.363,7.305,8.577,9.581,10.698,11.991,12.949,15.708,16.797,18.45,19.339,20.855,21.626,22.932,24.023,24.861,25.63,27.048,28.189,29.354,30.542,32.562,33.742,34.909,37.192,38.216,39.356,41.074,42.408,43.863,45.166,46.929,27.769,26.458,25.257,24.416,23.517,22.836,21.676,20.733,19.73,19.011,17.936,16.392,15.492,17.488,9.648,10.535,11.838,24.039,25.617,27.632,29.163,28.202,27,25.839,17.291,16.742,18.453,16.985,19.021,21.575,23.206,25.053,25.551,25.812,24.986,24.075,23.479,24.417,25.752,27.259,29.331,31.59,32.674,29.549,28.052,26.418,29.071,31.149,32.999,34.299,35.543,37.112,38.882,24.357,23.013,21.359,20.006,20.297,13.765,12.75,11.844,10.493,5.98,5.174,4.255,1.142,0,1.31,2.606,3.551,8.51,9.778,10.908,12.108,13.428,14.221,15.711,16.652,48.643,50.296,22.112,21.809,19.724,15.288,25.663,26.8,28.204,29.172,30.326,31.587,32.387,34.753,35.721,27.168
Gokulpuri,8.595,7.713,6.586,5.46,4.27,5.36,7.03,9.37,10.53,11.49,12.33,14.07,15.28,16.41,17.18,18.64,19.93,20.91,21.72,23.02,24.06,23.022,22.165,20.355,19.129,17.834,16.371,14.994,13.7,12.8,11.56,10.46,10.56,11.74,12.39,13.64,14.88,15.69,16.32,17.68,19,20.26,21.08,22.06,23.72,25.49,26.48,28.37,29.715,31.314,32.656,35.381,37.872,38.785,40.084,41.482,42.973,26.042,24.753,23.316,22.218,21.032,20.076,18.917,17.879,16.669,14.83,15.093,15.923,15.23,14.24,14.88,15.94,17.09,18.15,19.08,20.36,19.849,20.789,21.979,21.242,22.392,23.252,24.182,25.222,26.142,27.502,28.492,29.552,30.712,32.052,33.582,34.512,35.402,36.472,37.462,38.552,39.543,41.307,12.158,10.534,9.673,8.615,9.887,10.891,12.008,13.301,14.259,17.018,18.107,19.76,20.649,22.165,22.936,24.242,25.333,26.171,26.94,28.358,29.499,30.664,31.852,33.872,35.052,36.219,38.502,39.526,40.666,42.384,43.718,45.173,46.476,48.239,29.079,27.768,26.567,25.726,24.827,24.146,22.986,22.043,21.04,20.321,19.246,17.702,16.802,18.798,10.958,11.845,13.148,25.349,26.927,28.942,30.473,29.512,28.31,27.149,18.601,18.052,19.763,18.295,20.331,22.885,24.516,26.363,26.861,27.122,26.296,25.385,24.789,25.727,27.062,28.569,30.641,32.9,33.984,30.859,29.362,27.728,30.381,32.459,34.309,35.609,36.853,38.422,40.192,25.667,24.323,22.669,21.316,21.607,15.075,14.06,13.154,11.803,7.29,6.484,5.565,2.452,1.31,0,1.296,2.241,9.82,11.088,12.218,13.418,14.738,15.531,17.021,17.962,49.953,51.606,23.422,23.119,21.034,16.598,26.973,28.11,29.514,30.482,31.636,32.897,33.697,36.063,37.031,28.478
